record_id,canonical_layup_hash,equivalence_group_hash,layup_deg,n_plies,thickness_mm,areal_mass_kg_m2,material_id,fidelity,split,balanced,symmetric,max_contiguity,max_disorientation_deg,min_orientation_fraction,rule_valid,count_0,count_p45,count_m45,count_90,xiA1,xiA2,xiA3,xiA4,xiD1,xiD2,xiD3,xiD4,A11_N_per_m,A12_N_per_m,A16_N_per_m,A22_N_per_m,A26_N_per_m,A66_N_per_m,D11_N_m,D12_N_m,D16_N_m,D22_N_m,D26_N_m,D66_N_m,Ex_GPa,Ey_GPa,Gxy_GPa,nu_xy,beam_EIx_N_m2,beam_EIy_N_m2,Nx_tsai_hill_capacity_N_per_m,Nx_max_stress_capacity_N_per_m,Ny_tsai_hill_capacity_N_per_m,Ny_max_stress_capacity_N_per_m,Nxy_tsai_hill_capacity_N_per_m,Nxy_max_stress_capacity_N_per_m,Mx_tsai_hill_capacity_N,Mx_max_stress_capacity_N,My_tsai_hill_capacity_N,My_max_stress_capacity_N,Mxy_tsai_hill_capacity_N,Mxy_max_stress_capacity_N
NEX-000187,eaf99df0a1fc54483fa14a017753c894e696666a981becc97ab41e0efa042995,b216d9ba5ccfa06827efbf0769cd1bfd4f373de34f3af23aaaea7add8a17f4d7,45;45;-45;90;-45;0;0;-45;90;-45;45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,2,4,4,2,-1.244749063e-17,-0.3333333333,5.551115123e-17,-4.082155997e-17,-0.08333333333,-0.8148148148,0.5,3.968762775e-17,134770602.4,60221404.12,3.725290298e-09,134770602.4,7.450580597e-09,64260146.46,40.61606541,31.99128942,16.95287386,51.91798132,16.95287386,33.61220284,49.14927964,49.14927964,29.2815628,0.4468437704,1.015401635,1.297949533,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,184.1818439,223.0689741,252.9429503,268.4890621,253.3774888,265.5111524
NEX-000188,61e07f7e7a3d1ec2b16268459dcda9ebf8f4277426d4b5c72ec50d492af30182,a08d789e7249ccfca0f02dd1992e7952dace9d469dd8b40eeb8b65548275f80b,45;45;-45;90;0;-45;-45;0;90;-45;45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,4.30636606e-17,-0.3333333333,1.110223025e-16,-4.082155997e-17,-0.05555555556,-0.7592592593,0.5277777778,4.308942441e-17,134770602.4,60221404.12,7.450580597e-09,134770602.4,1.11758709e-08,64260146.46,43.40225224,31.08875524,17.89470019,50.93686284,17.89470019,32.70966867,49.14927964,49.14927964,29.2815628,0.4468437704,1.085056306,1.273421571,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,212.0031848,263.6980097,265.8569598,299.8810197,235.1741737,244.822865
NEX-000189,d38cf3530abdc588cb4f01fc026aacdeaf972ca04f6a5258a4cd9a325e290aa2,590021cf9c9bddc888c95fca25cfba1f0ab66c2fa114bc114fe1f16c6352f007,45;45;0;-45;-45;90;90;-45;-45;0;45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,45,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,0,-4.082155997e-17,0.1666666667,-0.6481481481,0.5833333333,7.030379773e-17,134770602.4,60221404.12,0,134770602.4,3.725290298e-09,64260146.46,60.2765418,29.28368689,19.77835284,37.67270999,19.77835284,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,1.506913545,0.9418177497,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,350.1908703,389.2175322,164.5915896,209.7690905,177.3776415,183.8592739
NEX-000190,2165bbc93a3d23d608c32c0c704ab1b3023ffbafd098ea1f42878b6f8796fba9,7cd17a00568fa615255c0541eebf99be1e8d2f02ae173f393a1f4d27a00cc3e6,45;45;0;-45;90;-45;-45;90;-45;0;45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,45,0.1666666667,True,2,4,4,2,-3.672397815e-18,-0.3333333333,5.551115123e-17,-4.082155997e-17,0.1388888889,-0.5925925926,0.6111111111,6.690200106e-17,134770602.4,60221404.12,3.725290298e-09,134770602.4,7.450580597e-09,64260146.46,59.29542333,28.38115271,20.72017917,40.45889682,20.72017917,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.482385583,1.01147242,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,347.0137606,430.9669041,180.3615544,229.2153731,163.148934,168.062207
NEX-000191,506122db72c1dd52b116432a0ca5859f41a9d4bd6054ea68cd5f24d0de480d11,76323a83b86d5ca8cc8ae1dee43b3fe5b99410ac8e321e08a61257366c627864,45;45;90;-45;-45;0;0;-45;-45;90;45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,45,0.1666666667,True,2,4,4,2,2.40831778e-17,-0.3333333333,0,-4.082155997e-17,-0.1666666667,-0.6481481481,0.5833333333,2.948223776e-17,134770602.4,60221404.12,0,134770602.4,3.725290298e-09,64260146.46,37.67270999,29.28368689,19.77835284,60.2765418,19.77835284,30.90460031,49.14927964,49.14927964,29.2815628,0.4468437704,0.9418177497,1.506913545,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,164.5915896,209.7690905,350.1908703,389.2175322,177.3776415,183.8592739
NEX-000192,d0939c9ea64bfd23002fa4d28279b684c373648a3cb07314c1b7bc2246a77b25,c6dc65235fdf69fc7c977503f2fde89016d9651337397f36d39f6a1c500e10b7,45;45;90;-45;0;-45;-45;0;-45;90;45;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,45,0.1666666667,True,2,4,4,2,7.959432903e-17,-0.3333333333,5.551115123e-17,-4.082155997e-17,-0.1388888889,-0.5925925926,0.6111111111,3.288403442e-17,134770602.4,60221404.12,3.725290298e-09,134770602.4,7.450580597e-09,64260146.46,40.45889682,28.38115271,20.72017917,59.29542333,20.72017917,30.00206613,49.14927964,49.14927964,29.2815628,0.4468437704,1.01147242,1.482385583,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,180.3615544,229.2153731,347.0137606,430.9669041,163.148934,168.062207
NEX-000193,a7534c7d2c0d49d6fb3351cfa4e3029d543540f5dc550b9a60da674e3596a2c9,d965e5b435efc28fc394684d00af04240546129163eae9d19989e95b2e7b51ff,45;90;-45;-45;0;45;45;0;-45;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,45,0.1666666667,True,2,4,4,2,1.161249975e-16,-0.3333333333,1.249000903e-16,-4.082155997e-17,-0.25,-0.3703703704,0.1666666667,-4.875908552e-17,134770602.4,60221404.12,8.381903172e-09,134770602.4,1.210719347e-08,64260146.46,36.53442292,24.771016,5.650957954,70.44017065,5.650957954,26.39192942,49.14927964,49.14927964,29.2815628,0.4468437704,0.913360573,1.761004266,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,229.790976,237.794565,526.1459582,568.7868142,309.7389535,365.5974344
NEX-000194,57203941242bcb41611cd85ebe2a66474ec1cda6e68fef5a9d1b406eef808910,45bec85376f5ca0cdefc89efc509713334fc2e4f560f9d8d7073cceea4642345,45;90;-45;-45;45;0;0;45;-45;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,6.061384623e-17,-0.3333333333,1.665334537e-16,-4.082155997e-17,-0.2777777778,-0.4259259259,0.1944444444,-4.535728886e-17,134770602.4,60221404.12,1.210719347e-08,134770602.4,1.583248377e-08,64260146.46,33.74823609,25.67355018,6.59278428,71.42128912,6.59278428,27.2944636,49.14927964,49.14927964,29.2815628,0.4468437704,0.8437059023,1.785532228,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,200.7727436,208.0425651,502.8387323,524.7215641,306.630098,353.7029166
NEX-000195,a02299f016c1eddcb014ccf62ad2c5f349e48d11c33504cfa66a13343af4df93,75790ec4c35100194497e2a0ade4abb8ad114170768e45a5523d6ade2559ee2a,45;90;-45;0;-45;45;45;-45;0;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,1.161249975e-16,-0.3333333333,1.249000903e-16,-4.082155997e-17,-0.1944444444,-0.2592592593,0.2222222222,-4.195549219e-17,134770602.4,60221404.12,8.381903172e-09,134770602.4,1.210719347e-08,64260146.46,42.10679658,22.96594764,7.534610606,68.4779337,7.534610606,24.58686107,49.14927964,49.14927964,29.2815628,0.4468437704,1.052669914,1.711948342,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,278.8716133,287.5553111,536.3415767,646.7131555,271.9645456,311.9955462
NEX-000196,27346ace2b13587992c5859b4cc47e22ae47c51ef80ae6a2b1df8a57dcb674f0,5d8c7084d60806e044ebb1f609d01db0d84a303c67c5716c3f3c84e8d7822ca5,45;90;-45;0;0;90;90;0;0;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,1.438805731e-16,0.3333333333,1.804112415e-16,-8.164311994e-17,-0.1666666667,-0.1851851852,0.25,-3.968762775e-17,161756149.7,33235856.8,1.210719347e-08,161756149.7,1.955777407e-08,37274599.14,45.19382813,21.76256874,8.476436932,67.79765995,8.476436932,23.38348217,70.59602611,70.59602611,16.98499888,0.2054688917,1.129845703,1.694941499,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,305.3447749,314.0792873,530.9958653,660.7093906,249.5574287,282.7018666
NEX-000197,ac07c167df8c1188939123de0d9e39e0bcc9d698405cc5b8e22bfcb469fdd507,e5522100b6d5e8be05a9672f5b6d22fdb9ca75a94552921025d0473deaad66a0,45;90;-45;0;45;-45;-45;45;0;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,1.161249975e-16,-0.3333333333,2.081668171e-16,-4.082155997e-17,-0.1944444444,-0.2592592593,0.2777777778,-3.515189886e-17,134770602.4,60221404.12,1.583248377e-08,134770602.4,1.955777407e-08,64260146.46,42.10679658,22.96594764,9.418263257,68.4779337,9.418263257,24.58686107,49.14927964,49.14927964,29.2815628,0.4468437704,1.052669914,1.711948342,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,272.4108014,280.7954466,526.417335,646.2140321,251.2126585,280.1878849
NEX-000198,be639e195e5a9fda990d62706731701cbaee2b4b3c36149a520453e7dccfbe47,8aa06edc998f8615cb39e2d0ec1f039debf3a7d64e639d65bad8550b3e2f8a4e,45;90;-45;0;90;0;0;90;0;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,6.061384623e-17,0.3333333333,1.804112415e-16,-8.164311994e-17,-0.2222222222,-0.1851851852,0.25,-4.649122108e-17,161756149.7,33235856.8,1.210719347e-08,161756149.7,1.955777407e-08,37274599.14,41.42652283,21.76256874,8.476436932,71.56496525,8.476436932,23.38348217,70.59602611,70.59602611,16.98499888,0.2054688917,1.035663071,1.789124131,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,275.6267676,282.8365948,566.1937969,695.814131,246.670351,278.312188
NEX-000199,728fd45ca9372e211eb1d2f4f50f8bbcb09ac856cb30e45fce86ac9a339b5749,8894277910e2c8a916f7a798bfce4d08de8f014f76f150e3d500570423d2d9df,45;90;-45;45;-45;0;0;-45;45;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,6.061384623e-17,-0.3333333333,1.665334537e-16,-4.082155997e-17,-0.2777777778,-0.4259259259,0.3055555556,-3.17501022e-17,134770602.4,60221404.12,1.210719347e-08,134770602.4,1.583248377e-08,64260146.46,33.74823609,25.67355018,10.36008958,71.42128912,10.36008958,27.2944636,49.14927964,49.14927964,29.2815628,0.4468437704,0.8437059023,1.785532228,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,190.7466273,197.3886161,500.5273118,529.0711848,257.6539873,281.7907049
NEX-000200,94de5c3895c5d336fc3213944619d6e9805041e59aa6df12567393159b80af12,8ecc3fcba7b43096174eb9ebac99b9439dea2f9a3d62e4e5a11ab3bfa00e6803,45;90;-45;45;0;-45;-45;0;45;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,1.161249975e-16,-0.3333333333,2.081668171e-16,-4.082155997e-17,-0.25,-0.3703703704,0.3333333333,-2.834830554e-17,134770602.4,60221404.12,1.583248377e-08,134770602.4,1.955777407e-08,64260146.46,36.53442292,24.771016,11.30191591,70.44017065,11.30191591,26.39192942,49.14927964,49.14927964,29.2815628,0.4468437704,0.913360573,1.761004266,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,213.3674304,220.4284056,514.7474015,577.2246544,241.2443296,261.9793273
NEX-000201,9724a53c704b81b1c4f35eea997e434884aab435e5cfba8ebc2775430d179cb6,54df2be7aa9a246c8a7ccfc9360f5e24848fd55ca0374b1fb4a2ff18d02387d2,45;90;-45;90;0;90;90;0;90;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,2.081668171e-16,-1.224646799e-16,-0.3425925926,-0.1851851852,0.25,-6.123233996e-17,105435404.2,33235856.8,1.210719347e-08,218076895.3,2.235174179e-08,37274599.14,33.26402801,21.76256874,8.476436932,79.72746008,8.476436932,23.38348217,45.73587263,94.59760869,16.98499888,0.1524043011,0.8316007001,1.993186502,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,211.1853794,215.8613751,634.1554826,712.2382186,235.9596744,262.7800251
NEX-000202,adb5d230f23dcb025a19dcf2960cc433b37c236f40a5952a34d9bbaf63afc3b2,60204207b6857b65c28848d311163e33ebb67fc8e5b98a5397a2af34d00f36e1,45;90;-45;90;90;0;0;90;90;-45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,2.081668171e-16,-1.224646799e-16,-0.3981481481,-0.1851851852,0.25,-6.803593329e-17,105435404.2,33235856.8,1.210719347e-08,218076895.3,2.235174179e-08,37274599.14,29.4967227,21.76256874,8.476436932,83.49476538,8.476436932,23.38348217,45.73587263,94.59760869,16.98499888,0.1524043011,0.7374180676,2.087369134,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,181.4511037,185.2110504,653.5223181,697.3965894,227.9795256,251.8671995
NEX-000203,e8bcbc0e9be620fce3af5b32d5bd33ff84f8d0a67b27d6e5fff4c9c8dff3fb41,9366ea698aa332a2301a6527b5a2b17cddd50b21bf68555b7eba011dbd11747f,45;90;0;-45;-45;45;45;-45;-45;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,8.836942184e-17,-0.3333333333,8.326672685e-17,-4.082155997e-17,-0.1111111111,-0.09259259259,0.3055555556,-3.17501022e-17,134770602.4,60221404.12,4.656612873e-09,134770602.4,8.381903172e-09,64260146.46,50.46535706,20.25834511,10.36008958,65.53457828,10.36008958,21.87925854,49.14927964,49.14927964,29.2815628,0.4468437704,1.261633927,1.638364457,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,342.6682222,352.044405,488.697589,602.9534494,214.8122265,237.8432365
NEX-000204,a72d48374191d998a26ec37e4f72e5ac5bb02b3b14de23a4c6d25e71d39a5f1a,eb32b5698513196724b42c1f39581b574e2f79e6d29381affcd6ef7708e2015b,45;90;0;-45;0;90;90;0;-45;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,1.022472097e-16,0.3333333333,1.387778781e-16,-8.164311994e-17,-0.08333333333,-0.01851851852,0.3333333333,-2.948223776e-17,161756149.7,33235856.8,8.381903172e-09,161756149.7,1.583248377e-08,37274599.14,53.55238862,19.05496621,11.30191591,64.85430453,11.30191591,20.67587963,70.59602611,70.59602611,16.98499888,0.2054688917,1.338809715,1.621357613,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,360.804185,372.029899,461.4389293,580.8069625,192.3130536,210.7672624
NEX-000205,35c0a8f06236eb06e0a5caf492253268b6294c471d427544f1526a2a91c2c393,fecd9828573b4463c6e9b79c34ea387d42183c38bbd5cb493fc1032264bc46a1,45;90;0;-45;45;-45;-45;45;-45;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,test,True,True,2,90,0.1666666667,True,2,4,4,2,8.836942184e-17,-0.3333333333,1.665334537e-16,-4.082155997e-17,-0.1111111111,-0.09259259259,0.3611111111,-2.494650887e-17,134770602.4,60221404.12,1.210719347e-08,134770602.4,1.583248377e-08,64260146.46,50.46535706,20.25834511,12.24374223,65.53457828,12.24374223,21.87925854,49.14927964,49.14927964,29.2815628,0.4468437704,1.261633927,1.638364457,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,329.2056092,339.6827687,464.4948091,587.0945955,194.5249482,210.9065803
NEX-000206,4ecfba205646554071261aa56fff07aca4c436d6afe3decd9cd27548699b3c28,afadb34b96fa52376275975787a6532a7ae51f441b39eeb47a9531caad181297,45;90;0;-45;90;0;0;90;-45;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,1.89804828e-17,0.3333333333,1.387778781e-16,-8.164311994e-17,-0.1388888889,-0.01851851852,0.3333333333,-3.628583109e-17,161756149.7,33235856.8,8.381903172e-09,161756149.7,1.583248377e-08,37274599.14,49.78508332,19.05496621,11.30191591,68.62160983,11.30191591,20.67587963,70.59602611,70.59602611,16.98499888,0.2054688917,1.244627083,1.715540246,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,328.910267,340.4619011,497.2139093,628.3289556,190.6903985,208.6287785
NEX-000207,b752af0a55d08d7347a5a6a3671c1991c43b100eb9ee6f282a58f00ee474bebb,e15c1815f6eb21846069bc79a16794458fde4894f0be7092904827229ddfa717,45;90;0;0;-45;0;0;-45;0;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,1.249000903e-16,-4.082155997e-17,-0.01851851852,0.09259259259,0.3888888889,-2.154471221e-17,218076895.3,33235856.8,8.381903172e-09,105435404.2,1.210719347e-08,37274599.14,59.75264649,17.24989785,13.18556856,62.26418336,13.18556856,18.87081128,94.59760869,45.73587263,16.98499888,0.3152248247,1.493816162,1.556604584,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,366.603916,402.6026626,386.8550074,444.5212909,153.9841278,165.7039551
NEX-000208,5fd8762104efe725261010f96ca850da3df2434b2e650ce2e66359ae56825040,eb76704a2c9e5ee2c0c4f8d5ff31752df8df47fdd9ef9c959468d9b2ff6b1f06,45;90;0;0;-45;90;90;-45;0;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,1.022472097e-16,0.3333333333,1.387778781e-16,-8.164311994e-17,-0.02777777778,0.09259259259,0.3888888889,-2.267864443e-17,161756149.7,33235856.8,8.381903172e-09,161756149.7,1.583248377e-08,37274599.14,59.12476228,17.24989785,13.18556856,62.89206758,13.18556856,18.87081128,70.59602611,70.59602611,16.98499888,0.2054688917,1.478119057,1.572301689,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,361.5932947,397.3599662,391.9738884,450.8466764,153.9293644,165.6369816
NEX-000209,fbd1787553f1c62ae8f6083c1df48c3aba49ac0843eadea023d0e2ea677673c1,b3fe98f00b163f08f87fccd0eee0c2ee12613eaa418a1e1be0cd8baffae623c0,45;90;0;0;0;-45;-45;0;0;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,3,90,0.1666666667,True,6,2,2,2,0.3333333333,0.3333333333,1.665334537e-16,-4.082155997e-17,0.009259259259,0.1481481481,0.4166666667,-1.814291554e-17,218076895.3,33235856.8,1.210719347e-08,105435404.2,1.583248377e-08,37274599.14,62.53883332,16.34736368,14.12739489,61.28306489,14.12739489,17.9682771,94.59760869,45.73587263,16.98499888,0.3152248247,1.563470833,1.532076622,1593680.892,1638570.662,744749.3098,749390.3288,553393.0713,724662.0598,356.72453,397.0110079,347.3669041,386.2178052,134.7135577,143.7826601
NEX-000210,02ea5de1de0eab14b73756b18d8f324218a459c5a51a544c1d3422455aa4200a,5f9cbd10e4fb5db84712aa1870862aead69159fd0e0189a480abdd3daf82bad8,45;90;0;0;90;-45;-45;90;0;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,7.449163404e-17,0.3333333333,1.942890293e-16,-8.164311994e-17,-0.05555555556,0.1481481481,0.4166666667,-2.608044109e-17,161756149.7,33235856.8,1.210719347e-08,161756149.7,1.955777407e-08,37274599.14,58.1436438,16.34736368,14.12739489,65.67825441,14.12739489,17.9682771,70.59602611,70.59602611,16.98499888,0.2054688917,1.453591095,1.64195636,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,324.2217407,359.6844126,380.4084321,424.5246803,134.3327399,143.3329128
NEX-000211,1ed22a6188a48151555f89d088c28c9a00c8137f2447f5e70a4a8a4b3513f30c,0d631dedb79a3f8408c6b598871bbd97370c6f42d9e9c75f1d0c5e3fd98cd1f7,45;90;0;90;-45;0;0;-45;90;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,4,2,2,4,1.89804828e-17,0.3333333333,1.526556659e-16,-8.164311994e-17,-0.1944444444,0.09259259259,0.3888888889,-4.308942441e-17,161756149.7,33235856.8,8.381903172e-09,161756149.7,1.583248377e-08,37274599.14,47.82284637,17.24989785,13.18556856,74.19398349,13.18556856,18.87081128,70.59602611,70.59602611,16.98499888,0.2054688917,1.195571159,1.854849587,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,274.1705104,304.239089,489.3813529,577.2878346,148.9982875,159.6682461
NEX-000212,f326b836d30479981233619fdc39608c0fa04ed25a5a878ee188ffc4bb5cf439,f5a92d8cb73bbe9e787abbd8aa65634cd2a1844458773f79099a21a96809e4cc,45;90;0;90;-45;90;90;-45;90;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,1.665334537e-16,-1.224646799e-16,-0.2037037037,0.09259259259,0.3888888889,-4.422335664e-17,105435404.2,33235856.8,8.381903172e-09,218076895.3,1.955777407e-08,37274599.14,47.19496215,17.24989785,13.18556856,74.8218677,13.18556856,18.87081128,45.73587263,94.59760869,16.98499888,0.1524043011,1.179874054,1.870546693,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,269.4377319,299.1212201,495.1807351,585.3046493,148.4850166,159.0537365
NEX-000213,ea4628c56787a7a2fceafdebf20ee0256d784812955185e292ded9d195069536,eee3dd1c13de377e2910d05a92dd23deb8cedbb5cbd5ad826f915cd29696baa0,45;90;0;90;0;-45;-45;0;90;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,4,2,2,4,7.449163404e-17,0.3333333333,1.942890293e-16,-8.164311994e-17,-0.1666666667,0.1481481481,0.4166666667,-3.968762775e-17,161756149.7,33235856.8,1.210719347e-08,161756149.7,1.955777407e-08,37274599.14,50.6090332,16.34736368,14.12739489,73.21286501,14.12739489,17.9682771,70.59602611,70.59602611,16.98499888,0.2054688917,1.26522583,1.830321625,1164122.133,1177471.644,1164122.133,1177471.644,553393.0713,724662.0598,269.8394729,298.0751009,439.4642103,494.7274984,131.1106301,139.5524633
NEX-000214,fbf84c28623a6039e805535d0ee7208e3161a3a9eb95aa3663168e9492d5435d,ea6487454fa64bf1480af718d906dbeb82f98942d52222b25e88c80118462f1b,45;90;0;90;90;-45;-45;90;90;0;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,2,2,2,6,-0.3333333333,0.3333333333,2.220446049e-16,-1.224646799e-16,-0.2314814815,0.1481481481,0.4166666667,-4.76251533e-17,105435404.2,33235856.8,1.210719347e-08,218076895.3,2.328306437e-08,37274599.14,46.21384368,16.34736368,14.12739489,77.60805453,14.12739489,17.9682771,45.73587263,94.59760869,16.98499888,0.1524043011,1.155346092,1.940201363,744749.3098,749390.3288,1593680.892,1638570.662,553393.0713,724662.0598,238.7008645,263.1543315,475.9945625,539.7695393,127.5664321,135.4430814
NEX-000215,0c91614754395ae7358f73762d96cf4c41e8287a97bd2435aec336357380d986,24bd72d12f2e8efb625ab64d01fd3450cffec99485de656cc616a472326a9184,45;90;45;-45;-45;0;0;-45;-45;45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,validation,True,True,2,90,0.1666666667,True,2,4,4,2,6.061384623e-17,-0.3333333333,6.938893904e-17,-4.082155997e-17,-0.2777777778,-0.4259259259,0.4722222222,-1.133932221e-17,134770602.4,60221404.12,3.725290298e-09,134770602.4,7.450580597e-09,64260146.46,33.74823609,25.67355018,16.01104754,71.42128912,16.01104754,27.2944636,49.14927964,49.14927964,29.2815628,0.4468437704,0.8437059023,1.785532228,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,164.6676034,170.1979306,491.6866914,543.1162159,179.8081563,188.868789
NEX-000216,bf45c25ce30761a4934c76bed827e5308d6b0a9ba210e6c747679a8f5d69f320,49e333e8b52862ba95697acaf5a1112781816d29d4a15514befe86c71a5572e0,45;90;45;-45;0;-45;-45;0;-45;45;90;45,12,2.19456,3.4674048,IM7_8552_NCAMP_RTD_MEASURED_V1,F0_CLT,train,True,True,2,90,0.1666666667,True,2,4,4,2,1.161249975e-16,-0.3333333333,1.249000903e-16,-4.082155997e-17,-0.25,-0.3703703704,0.5,-7.93752555e-18,134770602.4,60221404.12,7.450580597e-09,134770602.4,1.11758709e-08,64260146.46,36.53442292,24.771016,16.95287386,70.44017065,16.95287386,26.39192942,49.14927964,49.14927964,29.2815628,0.4468437704,0.913360573,1.761004266,841802.8469,892568.6475,841802.8469,892568.6475,954030.9119,1249292.847,178.7019578,188.010917,486.0805376,598.1756639,166.5509915,173.9984244
